first_release_year,name,count
1959,country,97
1959,country blues,11
1959,country gospel,1
1959,country rock,3
1959,country soul,1
1959,country-pop,2
1959,county,1
1959,cowboy,1
1959,dance and club,2
1959,death by lung cancer,1
1959,death by pneumonia,1
1959,deep soul,1
1959,delta blues,3
1959,discogs/the most popular album released every year from 1950 to 2020,1
1959,dixieland,20
1959,doo wop,6
1959,doo-wop,56
1959,early jazz vocals,1
1959,early pop,12
1959,early pop/rock,3
1959,early r&b,2
1959,easy listening,101
1959,electric blues,2
1959,electric texas blues,1
1959,electroacoustic,1
1959,electronic,2
1959,english,1
1959,exotica,12
1959,experimental,1
1959,folk,20
1959,folk rock,2
1959,format-sacd,1
1959,free jazz,2
1959,funk,2
1959,gagaku,1
1959,garage rock,4
1959,general jazz,2
1959,gospel,15
1959,guaguancó,1
1959,gypsy jazz,1
1959,hard bop,67
1959,holiday music,1
1959,honky tonk,5
1959,instrumenal rock,1
1959,instrumental,11
1959,instrumental jazz,1
1959,instrumental pop,5
1959,instrumental rock,4
1959,jazz,542
1959,jazz and blues,4
1959,jazz blues,1
1959,jazz instrument,2
1959,jazz standard,1
1959,jazz-in-paris,2
1959,jazz/swing,1
1959,jump blues,3
1959,latin,19
1959,latin jazz,8
1959,lounge,3
1959,loved,1
1959,mad magazine,2
1959,mambo,3
1959,medieval,1
1959,modal,3
1959,modal jazz,1
1959,modal music,1
1959,music hall,1
1959,musical,13
1959,my,1
1959,nashville,1
1959,new age,1
1959,new orleans,1
1959,non-music,20
1959,novelty,1
1959,offizielle charts,1
1959,old-time,2
1959,oldies,6
1959,opera,9
1959,operetta,2
1959,oratorio,7
1959,outlaw country,2
1959,pachanga,1
1959,piano blues,1
1959,piedmont blues,3
1959,poetry,5
1959,polka,1
1959,pop,307
1959,pop rock,11
1959,pop soul,1
1959,pop/rock,7
1959,post bop,1
1959,post-bop,8
1959,r&b,18
1959,ragtime,7
1959,reggae,1
1959,religious,1
1959,rhythm & blues,12
1959,rhythm and blues,1
1959,rock,228
1959,rock & roll,27
1959,rock and roll,113
1959,rock roll,2
1959,rockabilly,66
1959,rumba,1
1959,samba,1
1959,satanic,1
1959,schlager,1
1959,soul,32
1959,soul jazz,11
1959,soul-jazz,1
1959,sound/countrypolitan,1
1959,space age pop,1
1959,spirituals,1
1959,spoken word,10
1959,standards,2
1959,surf,5
1959,surf rock,1
1959,swamp pop,3
1959,swing,55
1959,swing/jazz,1
1959,tejano,1
1959,tex-mex,1
1959,texas blues,2
1959,traditional country,5
1959,traditional folk music,1
1959,traditional pop,12
1959,trumpet jazz,2
1959,urban blues,1
1959,vocal,17
1959,vocal group,1
1959,vocal jazz,33
1959,vocal pop,2
1959,western,1
1959,western swing,1
1960,1970s,1
1960,1–4 wochen,3
1960,60s,1
1960,acoustic blues,1
1960,acoustic texas blues,1
1960,afro-cuban jazz,3
1960,am pop,2
1960,american folk,1
1960,avant garde,1
1960,avant-garde jazz,5
1960,ballad,38
1960,baroque,4
1960,big band,30
1960,blue-eyed soul,1
1960,bluegrass,16
1960,bluegrass gospel,7
1960,blues,97
1960,blues rock,2
1960,bop,2
1960,brill building,3
1960,cajun,1
1960,calypso,1
1960,cha-cha,2
1960,chachachá,1
1960,chicago blues,16
1960,christmas,4
1960,christmas music,3
1960,classic country,4
1960,classic r&b,1
1960,classic soul/r&b,1
1960,classical,49
1960,close harmony,2
1960,comedy,19
1960,contemporary jazz,3
1960,contemporary pop/rock,2
1960,cool,1
1960,cool jazz,37
1960,country,93
1960,country / folk,2
1960,country blues,4
1960,country pop,1
1960,country rock,6
1960,country-pop,2
1960,cowboy,1
1960,death by heart surgery,1
1960,delta blues,3
1960,discogs/the most popular album released every year from 1950 to 2020,1
1960,dixieland,9
1960,doo wop,1
1960,doo-wop,50
1960,early pop,18
1960,early pop/rock,4
1960,early popo,1
1960,early r&b,1
1960,early rock and roll,1
1960,early rock roll,1
1960,easy listening,83
1960,electric blues,10
1960,english,2
1960,exotica,7
1960,female vocal,1
1960,folk,32
1960,folk rock,3
1960,free jazz,2
1960,funk,1
1960,funk / soul,1
1960,fusion,1
1960,garage rock,3
1960,girl group,1
1960,gospel,26
1960,gypsy jazz,1
1960,hard bop,72
1960,honky tonk,7
1960,instrumental,15
1960,instrumental jazz,1
1960,instrumental pop,4
1960,instrumental rock,5
1960,instrumental rock & roll,4
1960,jazz,496
1960,jazz blues,1
1960,jazz fusion,1
1960,jazz instrument,1
1960,jazz sax,2
1960,jazz vocals,3
1960,jump blues,7
1960,latin,17
1960,latin jazz,12
1960,louisiana blues,3
1960,lounge,3
1960,mambo,1
1960,modal,2
1960,modal jazz,2
1960,motown,1
1960,music hall,1
1960,musical,7
1960,nat adderley,1
1960,new country,1
1960,non-music,27
1960,novelty,2
1960,offizielle charts,3
1960,old-time,1
1960,oldies,3
1960,opera,1
1960,orchestral,4
1960,outlaw country,1
1960,piano blues,4
1960,pop,280
1960,pop rock,29
1960,pop soul,3
1960,pop/rock,6
1960,post bop,2
1960,post-bop,18
1960,r b,1
1960,r&b,10
1960,ragtime,3
1960,reggae,1
1960,renaissance,2
1960,rhythm & blues,4
1960,rhythm and blues,1
1960,rock,217
1960,rock & roll,20
1960,rock and roll,101
1960,rockabilly,36
1960,roots/world/jazz/soul,1
1960,rumba,2
1960,should be public domain,1
1960,soft rock,3
1960,soul,42
1960,soul blues,1
1960,soul jazz,25
1960,soul-jazz,1
1960,soundtrack,2
1960,southern gospel,2
1960,southern soul,1
1960,spirituals,1
1960,spoken,1
1960,spoken word,5
1960,stage screen,1
1960,standards,3
1960,surf,2
1960,surf rock,2
1960,swamp pop,4
1960,swiing,1
1960,swing,35
1960,texas blues,6
1960,third stream,2
1960,traditional country,2
1960,traditional gospel,2
1960,traditional pop,7
1960,trumpet jazz,1
1960,urban blues,1
1960,vocal,4
1960,vocal jazz,26
1960,vocal pop,1
1960,western swing,2
1961,1930s big band jazz & swing,4
1961,1960s,3
1961,1961,1
1961,1–4 wochen,1
1961,60's oldies,1
1961,abstract,1
1961,acapella,1
1961,acoustic chicago blues,1
1961,acoustic texas blues,1
1961,afro-cuban jazz,4
1961,ambient,1
1961,american,1
1961,américain,1
1961,avant-garde jazz,6
1961,ballad,29
1961,baroque pop,1
1961,bebop,6
1961,big band,38
1961,big beat,1
1961,bluegrass,18
1961,bluegrass gospel,1
1961,blues,109
1961,blues rock,3
1961,blues/blues,1
1961,blues/r&b,1
1961,boogie-woogie,2
1961,bop,7
1961,bossa nova,2
1961,brill building,2
1961,brown-eyed soul,1
1961,cajun,2
1961,calypso,1
1961,car on cover,1
1961,cast recordings,1
1961,celtic,1
1961,chanson,1
1961,chicago blues,6
1961,chicago soul,1
1961,christmas,5
1961,christmas music,1
1961,classic country,2
1961,classic pop vocals,2
1961,classical,54
1961,comedy,14
1961,concerto,1
1961,contemporary jazz,13
1961,contemporary pop/rock,1
1961,cool,1
1961,cool jazz,26
1961,country,98
1961,country blues,10
1961,country comedy,1
1961,country pop,1
1961,country rock,4
1961,country-pop,1
1961,countrypolitan,1
1961,deep soul,1
1961,delta blues,2
1961,descarga,1
1961,discogs/the most popular album released every year from 1950 to 2020,2
1961,diva style,1
1961,dixieland,14
1961,doo wop,6
1961,doo-wop,63
1961,doo-wop/rock & roll,1
1961,early pop,11
1961,early pop/rock,2
1961,early r&b,2
1961,easy listening,69
1961,electric blues,6
1961,electronic,4
1961,exotica,5
1961,experimental,4
1961,field recording,1
1961,film score,1
1961,film soundtrack,1
1961,folk,32
1961,folk pop,1
1961,folk rock,2
1961,free jazz,5
1961,funk,4
1961,funk soul,1
1961,fusion,1
1961,girl group,3
1961,gospel,15
1961,hard bop,105
1961,hawaiian music,1
1961,holiday,1
1961,honky tonk,6
1961,instrumental,4
1961,instrumental jazz,3
1961,instrumental pop,4
1961,instrumental r&b,1
1961,instrumental rock,2
1961,jazz,531
1961,jazz / xrcd / xrcd24,1
1961,jazz and blues,2
1961,jazz blues,1
1961,jazz instrument,2
1961,jazz pop,1
1961,jazz vocals,3
1961,jazz-funk,1
1961,jazz-in-paris,1
1961,jazz/soul,1
1961,jump blues,3
1961,latin,14
1961,latin jazz,10
1961,louisiana blues,2
1961,lounge,1
1961,mbube,1
1961,mississippi delta blues,1
1961,modal,5
1961,modal jazz,3
1961,modern,2
1961,musical,16
1961,musique concrète,1
1961,nashville sound,1
1961,nashville sound/countrypolitan,1
1961,new orleans r&b,2
1961,non-music,13
1961,offizielle charts,1
1961,old-time,1
1961,oldies,8
1961,opera,5
1961,piano blues,8
1961,pop,237
1961,pop rock,21
1961,pop soul,4
1961,pop/r&b,1
1961,pop/rock,7
1961,post bop,7
1961,post-bop,28
1961,psychedelic rock,1
1961,r&b,18
1961,r&b/soul,2
1961,ragtime,4
1961,rhythm & blues,9
1961,rhythm and blues,2
1961,rhythm blues,1
1961,rock,204
1961,rock & roll,26
1961,rock and roll,98
1961,rock roll,2
1961,rock/pop,1
1961,rockabilly,23
1961,salsa,1
1961,samba,1
1961,schlager,1
1961,show tunes,1
1961,ska,1
1961,slow rock,1
1961,soft rock,1
1961,soul,99
1961,soul blues,2
1961,soul jazz,30
1961,soundtrack,3
1961,spin class,1
1961,spirituals,1
1961,spoken word,3
1961,standards,3
1961,surf,4
1961,surf rock,1
1961,swing,40
1961,swing/jazz,3
1961,teen pop,1
1961,texas blues,5
1961,third stream,4
1961,tone poem,1
1961,torch songs,1
1961,traditional acoustic blues,2
1961,traditional country,2
1961,traditional folk,1
1961,traditional pop,8
1961,traditonal country,2
1961,trumpet jazz,2
1961,urban blues,2
1961,usa,1
1961,vocal,7
1961,vocal jazz,28
1961,vocal pop,1
1961,western swing,2
1962,& country,1
1962,1960s,3
1962,1960s soul & funk,1
1962,1960s soul-jazz,1
1962,1962,5
1962,1–4 wochen,1
1962,1–9 wochen,2
1962,adult alternative pop,1
1962,adult contemporary,2
1962,afro-cuban jazz,1
1962,ballad,39
1962,ballroom,1
1962,baroque pop,2
1962,bebop,1
1962,big band,44
1962,bluegrass,32
1962,bluegrass gospel,4
1962,blues,121
1962,blues rock,2
1962,blues/soul,1
1962,boogaloo,1
1962,bop,2
1962,bossa nova,19
1962,brill building,1
1962,cajun,1
1962,car on cover,1
1962,charanga,1
1962,chicago blues,7
1962,christmas,8
1962,christmas music,6
1962,classic country,6
1962,classic motown,1
1962,classic pop vocals,2
1962,classic soul r b,2
1962,classic soul/r&b,1
1962,classical,32
1962,comedy,15
1962,contemporary jazz,4
1962,contemporary pop/rock,1
1962,contemporary u s folk,1
1962,cool jazz,34
1962,country,138
1962,country / folk,1
1962,country blues,16
1962,country boogie,1
1962,country pop,3
1962,country rock,6
1962,country soul,2
1962,country-pop,2
1962,country/r&b,1
1962,cover,1
1962,crossover jazz,2
1962,deep soul,3
1962,delta blues,5
1962,discogs/the most popular album released every year from 1950 to 2020,1
1962,dixieland,8
1962,don randi,2
1962,doo wop,3
1962,doo-wop,45
1962,early 60's pop-rock,1
1962,early pop,16
1962,early pop/rock,3
1962,early r&b,4
1962,early rock and roll,1
1962,easy listening,90
1962,eddie rubin,2
1962,electric blues,5
1962,electronic,2
1962,english,2
1962,exotica,5
1962,experimental,1
1962,film soundtrack,1
1962,folk,39
1962,folk pop,1
1962,folk rock,4
1962,folk-rock,2
1962,format-k2hd,1
1962,free improvisation,1
1962,free jazz,11
1962,full credits,1
1962,funk,5
1962,funk / soul,2
1962,funk soul,4
1962,garage rock,6
1962,girl group,2
1962,gospel,17
1962,guaguancó,1
1962,guajira,1
1962,hard bop,57
1962,hip hop,1
1962,honky tonk,3
1962,instrumental,19
1962,instrumental jazz,6
1962,instrumental pop,12
1962,instrumental r&b,2
1962,instrumental rock,7
1962,instrumental rock & roll,1
1962,instrumental surf,1
1962,interview,1
1962,jazz,499
1962,jazz and blues,2
1962,jazz instrument,1
1962,jazz pop,2
1962,jazz vocals,1
1962,jazz-funk,1
1962,jazz-pop,1
1962,jazz/soul,1
1962,jump blues,1
1962,jump-blues,1
1962,latin,22
1962,latin jazz,14
1962,latin pop,1
1962,lgm513,1
1962,long title,1
1962,lounge,2
1962,mambo,5
1962,mfsl,1
1962,modal,5
1962,modal jazz,3
1962,modal music,1
1962,motown,2
1962,musical,5
1962,nashville sound,1
1962,new age,1
1962,non-music,22
1962,norm mckay,1
1962,northern soul,1
1962,novelty,1
1962,offizielle charts,3
1962,old-time,1
1962,oldies,13
1962,opera,5
1962,pachanga,1
1962,piano,2
1962,piano blues,5
1962,piano jazz,1
1962,piedmont blues,2
1962,pop,312
1962,pop rock,37
1962,pop soul,8
1962,pop-soul,1
1962,pop/rock,9
1962,post bop,5
1962,post-bop,21
1962,q recommends,1
1962,r b,2
1962,r&b,33
1962,r&b / soul,1
1962,r&b/pop,1
1962,ragtime,7
1962,reggae,1
1962,reggae-pop,1
1962,rhythm & blues,14
1962,rhythm and blues,1
1962,rhythm blues,1
1962,rock,194
1962,rock & roll,27
1962,rock and roll,83
1962,rock roll,3
1962,rock/pop,1
1962,rockabilly,16
1962,rumba,2
1962,samba,5
1962,samba-jazz,3
1962,schlager,3
1962,should be public domain,2
1962,silly name,1
1962,slow rock,1
1962,smooth jazz,3
1962,soft rock,3
1962,soul,111
1962,soul jazz,41
1962,soul-jazz,3
1962,soul/r&b,1
1962,soundtrack,3
1962,southern soul,2
1962,spoken word,5
1962,standards,2
1962,surf,10
1962,surf rock,4
1962,swing,50
1962,swing/jazz,1
1962,symphony,1
1962,tango,2
1962,teen pop,1
1962,texas blues,5
1962,traditional acoustic blues,1
1962,traditional country,5
1962,traditional pop,8
1962,vocal,3
1962,vocal jazz,22
1962,vocal surf,1
1962,western swing,2
1962,world,2
1963,(year.length>0 ? year.substring(0,1
1963,1960s,3
1963,1–4 wochen,4
1963,1–9 wochen,7
1963,50's rock,1
1963,acoustic,1
1963,album +'/',1
1963,album rock,1
1963,all-time greatest hits,1
1963,alternative rock,1
1963,am pop,1
1963,americana,1
1963,avant-garde jazz,3
1963,ballad,34
1963,barbershop,2
1963,baroque,1
1963,bebop,2
1963,big band,37
1963,billboard,1
1963,bluegrass,38
1963,bluegrass gospel,4
1963,blues,80
1963,blues rock,4
1963,bolero,4
1963,boogaloo,2
1963,bop,5
1963,bossa nova,13
1963,cabaret,1
1963,car on cover,4
1963,charanga,1
1963,chicago blues,5
1963,chicago soul,1
1963,christian rock,1
1963,christmas,7
1963,christmas music,7
1963,classic country,2
1963,classic hard rock,1
1963,classic rock,1
1963,classic rock; rock and roll,1
1963,classical,39
1963,comedy,16
1963,contemporary jazz,4
1963,contemporary pop/rock,3
1963,cool,1
1963,cool jazz,22
1963,country,133
1963,country / bluegrass,1
1963,country blues,10
1963,country folk,1
1963,country gospel,1
1963,country pop,3
1963,country rock,5
1963,country-folk,1
1963,country-pop,3
1963,danzón,2
1963,death by gun,1
1963,deep soul,2
1963,delta blues,7
1963,descarga,1
1963,dixieland,12
1963,doo wop,5
1963,doo-wop,43
1963,doo-wop/rock & roll,1
1963,early pop,18
1963,early pop/rock,3
1963,early r&b,1
1963,easy - original score,1
1963,easy listening,83
1963,electric blues,7
1963,electroacoustic,2
1963,electronic,6
1963,english,4
1963,exotica,3
1963,experimental,3
1963,experimental big band,1
1963,film score,1
1963,film soundtrack,1
1963,folk,40
1963,folk pop,5
1963,folk rock,9
1963,folk-rock,1
1963,folk/rock,1
1963,free improvisation,2
1963,free jazz,6
1963,funk,5
1963,funk / soul,2
1963,funk soul,5
1963,fusion,2
1963,garage rock,8
1963,general pop,1
1963,genre,1
1963,girl group,2
1963,gospel,18
1963,guaguancó,2
1963,guaracha,1
1963,guitar,1
1963,hard bop,45
1963,holiday,1
1963,holidays,1
1963,honky tonk,2
1963,hot rod,1
1963,instrumental,12
1963,instrumental country,2
1963,instrumental country folk,1
1963,instrumental jazz,3
1963,instrumental pop,9
1963,instrumental rock,6
1963,instrumental surf,7
1963,jazz,447
1963,jazz and blues,3
1963,jazz blues,1
1963,jazz instrument,3
1963,jazz-in-paris,1
1963,jazz/soul,3
1963,jump blues,1
1963,latin,26
1963,latin jazz,18
1963,leftfield,1
1963,light music,1
1963,long title,1
1963,louisiana blues,1
1963,lounge,4
1963,mambo,3
1963,mexican,1
1963,mod,1
1963,modal,4
1963,modal jazz,1
1963,modal music,1
1963,motown,1
1963,mpb,1
1963,musical,10
1963,nashville sound,1
1963,new orleans r&b,1
1963,non-music,19
1963,novelty,1
1963,offizielle charts,11
1963,old-time,1
1963,oldies,9
1963,opera,7
1963,pachanga,2
1963,piano,1
1963,piano blues,3
1963,piano jazz,1
1963,piedmont blues,2
1963,polka,3
1963,pop,307
1963,pop rock,36
1963,pop soul,3
1963,pop-rock,1
1963,pop-soul,1
1963,pop/r&b,1
1963,pop/rock,8
1963,pop; easy listening; lounge; orchestral,1
1963,post bop,6
1963,post-bop,13
1963,posthumous,1
1963,progressive jazz,1
1963,proto-punk,1
1963,q recommends,1
1963,r&b,21
1963,r&b/soul,1
1963,ragtime,2
1963,rhythm & blues,12
1963,rhythm blues,2
1963,rock,213
1963,rock & roll,28
1963,rock and roll,77
1963,rock roll,1
1963,rockabilly,17
1963,salsa,1
1963,samba,2
1963,samba-jazz,3
1963,saxaphone,1
1963,should be public domain,1
1963,silly name,1
1963,skiffle,1
1963,smooth jazz,5
1963,soft rock,3
1963,son montuno,1
1963,soul,115
1963,soul jazz,40
1963,soul-jazz,2
1963,soul/r&b/rock 'n' roll,1
1963,soundtrack,1
1963,southern gospel,1
1963,southern soul,1
1963,space rock,1
1963,speech,2
1963,spirituals,1
1963,spoken word,4
1963,surf,38
1963,surf / rock,1
1963,surf rock,9
1963,swamp pop,1
1963,swamp rock,2
1963,swing,22
1963,tango,1
1963,teen pop,2
1963,texas blues,2
1963,third stream,1
1963,traditional country,5
1963,traditional folk,1
1963,traditional pop,9
1963,trumpet jazz,2
1963,vocal,5
1963,vocal group,2
1963,vocal jazz,16
1963,vocal music,1
1963,vocal surf,3
1963,world,1
1964,(year.length>0 ? year.substring(0,1
1964,1–4 wochen,3
1964,1–9 wochen,4
1964,50s,1
1964,60s,1
1964,adult contemporary,2
1964,afro-cuban jazz,2
1964,album +'/',1
1964,alternative,1
1964,am pop,4
1964,american folk,1
1964,americana,1
1964,avant-garde jazz,4
1964,bakersfield sound,1
1964,ballad,34
1964,barbershop,1
1964,baroque pop,2
1964,bebob,1
1964,bebop,3
1964,big band,22
1964,bluegrass,28
1964,bluegrass gospel,1
1964,blues,76
1964,blues rock,3
1964,bolero,1
1964,bop,6
1964,bossa nova,6
1964,bossanova,1
1964,brazilian jazz,1
1964,brill building,2
1964,british invasion,1
1964,cajun,1
1964,calm,1
1964,calypso,4
1964,car on cover,2
1964,check it,1
1964,chicago blues,3
1964,chicago soul,2
1964,childhood nostalgia,1
1964,children's,1
